,Intercept,MODE[T.STANDARD],MACHINE[T.RevEVO],MACHINE[T.zIngCT],MACHINE[T.RevEVO]:MODE[T.STANDARD],MACHINE[T.zIngCT]:MODE[T.STANDARD],CURR,MACHINE[T.RevEVO]:CURR,MACHINE[T.zIngCT]:CURR,VOLT,MACHINE[T.RevEVO]:VOLT,MACHINE[T.zIngCT]:VOLT,FOV
original_glcm_MCC_Complete,0.0,6.150528161991884e-53,0.01661530693074577,1.1299636796840321e-11,2.1001087730517532e-09,1.4206573302335335e-17,0.6623876014028158,0.5605072800696164,0.6689219571187692,4.917086098181869e-05,0.00720708352439547,6.47067003485221e-08,5.227606693297764e-05
original_glcm_MaximumProbability_Complete,0.0,2.7808386646803303e-34,0.12274501635080742,3.3497385383474314e-08,0.004793926827952305,2.3533158588782436e-27,0.20941654427731438,0.2946501098617029,0.1969907478350056,1.1056143266106234e-05,0.004103411103696881,1.653455025807118e-08,2.9876312252624245e-22
original_glcm_SumAverage_Complete,2.4661275017234383e-22,5.468148282752658e-15,0.0651543838956574,1.8871157293409635e-07,0.001342333320199435,2.1479931364181898e-07,0.5113715798614704,0.1242799207889119,0.34441468979632217,0.71555190518366,0.06535024017886697,4.977771432109939e-07,8.461172348668597e-06
original_glcm_SumEntropy_Complete,1.6282442677558756e-103,2.1765245142284645e-05,0.8861989008863196,0.0003467078874179715,0.008457797044474812,3.4199013653262673e-07,0.8308719984454712,0.7885860401974756,0.6922081618058329,3.418954278716316e-16,0.08079502185529366,7.759081608141609e-06,3.3167434065153403e-10
original_glcm_SumSquares_Complete,5.124643720533287e-26,4.725108008939349e-05,0.7824894863028229,0.0007563219740912309,0.0038240122599802685,0.0002282086186694076,0.9661487279411847,0.8955729714128229,0.8971122251630415,1.6991941997134376e-11,0.2596500057408712,9.2219982481968e-05,0.0001947828793533504
original_gldm_DependenceEntropy_Complete,2.9916092109621214e-117,1.1208364848967023e-23,0.02257097812886673,6.149398109145692e-05,5.549033776390139e-09,1.0212278186725837e-05,0.28298883393832763,0.4876105770665826,0.6106341911512297,7.007482358595297e-15,0.01640405557789761,0.0011156617305740975,0.009867549947585243
original_gldm_DependenceNonUniformity_Complete,4.3938994466550217e-35,3.47840561645768e-25,0.09512223429075106,1.3380964222505998e-12,1.8757040122654354e-08,7.515864684057295e-13,0.38738347308466614,0.6156733381514817,0.3743352597713484,0.12294218834114168,0.0008662478824104566,5.352006637344066e-13,9.705168780066773e-13
original_gldm_DependenceNonUniformityNormalized_Complete,0.0,1.066011221654433e-63,0.03631752563518314,1.1937329415366118e-20,1.3940677157837786e-12,1.0143226458853225e-22,0.32351994956292407,0.37444950586142134,0.2954448770223288,0.07697738350217156,0.00014536463380399406,3.928717915603733e-21,3.099714431385008e-22
original_gldm_DependenceVariance_Complete,0.07751028184024779,1.0651893488718387e-23,0.03409038540010426,1.4729617950925003e-08,1.3766388553755273e-05,4.244828297272536e-18,0.1479900155182166,0.38349585724288116,0.19019663364083086,0.037460751332194474,0.0006963571156333728,1.3011203582344268e-08,1.2965484998434163e-13
original_gldm_GrayLevelNonUniformity_Complete,1.516904843538432e-18,2.2181720423346122e-11,0.14837026418370822,4.003166804587744e-08,0.01581769561514393,5.3096370903136935e-15,0.6105193323359062,0.22175585965663325,0.37417535879226005,1.010977477048638e-14,0.001026811715712729,1.7643502602649974e-09,4.019660731411396e-17
original_gldm_GrayLevelVariance_Complete,9.043159936720051e-26,2.457203369247331e-05,0.7239685031941998,0.0002635734097199073,0.003254289689666145,0.0001185773771065874,0.9673705859051548,0.8844950406524388,0.8951102768522539,3.0775637671276394e-11,0.23661510381320353,3.430544070793574e-05,0.00024741457187021346
original_gldm_HighGrayLevelEmphasis_Complete,1.804265864704872e-07,5.789381290965364e-09,0.21311881269701616,3.152826511004551e-07,0.017840858914123015,2.186053702587362e-05,0.6687041445791018,0.3245537061575078,0.4662842782130012,0.5610353164551876,0.16710569076030868,3.5430582087844715e-07,0.0002504149279948288
original_gldm_LargeDependenceEmphasis_Complete,0.01240499513293324,1.810412351524163e-27,0.02827085715881566,5.810023430824019e-09,6.746974070630212e-08,3.759973329169086e-18,0.18905549558336546,0.3476307517554512,0.23495660260491733,0.022102968207278847,0.0004589344877574837,3.367150922631622e-09,4.964224458301621e-14
original_gldm_LargeDependenceHighGrayLevelEmphasis_Complete,8.233389248887465e-10,3.4909641721054815e-05,0.19953605591803578,0.02486048468854362,0.749675950871909,0.056468014055747084,0.14935194032014495,0.09065450249201991,0.48686174399380755,0.4794812882592224,0.8664471148567525,0.06242542026561446,0.2903706447761793
original_gldm_LargeDependenceLowGrayLevelEmphasis_Complete,0.0,7.340864711231702e-29,0.11043801344494585,0.003832984285216736,0.00019110217576782517,1.3200105119331675e-13,0.981190185099843,0.21496841174902093,0.4211369771655922,0.23790136307334686,0.11545453435965955,0.005146285731019872,3.6643979245089807e-09
original_gldm_LowGrayLevelEmphasis_Complete,0.0,2.5476956303121845e-34,0.01441253852226965,0.007740324198473171,2.1927992767836677e-05,4.084478978807517e-09,0.27209541647763447,0.032274403458102265,0.4349458132934586,0.898499920589497,0.05957856206654581,0.024301482633349497,1.4007253271652058e-06
original_gldm_SmallDependenceEmphasis_Complete,0.0,1.9719836651359775e-106,0.009109928509659929,2.271850360440545e-20,2.7208853933020226e-22,4.064706812254783e-27,0.31803309692184245,0.2766662908541748,0.3061319487121944,0.017571814873233324,5.105943869788949e-06,4.745413962355838e-21,9.582900905911417e-27
original_gldm_SmallDependenceHighGrayLevelEmphasis_Complete,1.71465847345898e-05,1.8621990084272363e-07,0.3103662053208146,2.645668032720706e-07,0.01756616365145317,6.381488163724999e-05,0.8250907852290846,0.4960854584767066,0.5509493330151731,0.46601509980740685,0.18527830598617212,1.9325970341667767e-07,0.0003643874484088578
original_gldm_SmallDependenceLowGrayLevelEmphasis_Complete,0.0,2.8157688492731325e-11,0.02122354563388394,0.052796052731015265,0.03230717123677454,0.00025311405090874193,0.10058707013563242,0.033677211985205,0.43417839539369274,0.20903036822473542,0.17385977782291517,0.18650320518146002,0.023378369749215783
original_glrlm_GrayLevelNonUniformity_Complete,7.221189357991271e-22,2.479330660729893e-07,0.29668190331817745,1.0136175175834787e-06,0.06478600782642066,1.0093442903494266e-11,0.7509700684260615,0.2938648682582764,0.476708163519601,1.5602084824341715e-14,0.00614540646890422,5.2078835517353334e-08,1.0710313959319323e-14
original_glrlm_GrayLevelNonUniformityNormalized_Complete,0.0,8.223101251592927e-12,0.29682664603761577,3.607021608072749e-08,0.03267705895853817,3.1738594120558953e-18,0.6829653804293772,0.5207777562131879,0.4336727651934431,4.473814864258633e-19,0.0012629598603899675,1.5922808554805563e-10,6.724056476132233e-21
original_glrlm_GrayLevelVariance_Complete,5.247450030265327e-26,3.1690474605385635e-05,0.7313304955786569,0.00030263473366615943,0.003139058333688739,0.00012855521923731245,0.9590189576298755,0.8878665498804741,0.9000916607598125,2.2332129193701656e-11,0.24498230147991712,4.0938841783704855e-05,0.0003166762010860946
original_glrlm_HighGrayLevelRunEmphasis_Complete,1.3805784624684271e-07,6.93563284432129e-09,0.2135716090445855,3.5677091132543266e-07,0.0180056891009281,2.372357126801999e-05,0.660661056532464,0.32357577955203154,0.4682051300869392,0.5444282087345806,0.16953607132413043,4.010242290690785e-07,0.00027539566397968244
