,Intercept,MODE[T.STANDARD],MACHINE[T.RevEVO],MACHINE[T.zIngCT],MACHINE[T.RevEVO]:MODE[T.STANDARD],MACHINE[T.zIngCT]:MODE[T.STANDARD],CURR,MACHINE[T.RevEVO]:CURR,MACHINE[T.zIngCT]:CURR,VOLT,MACHINE[T.RevEVO]:VOLT,MACHINE[T.zIngCT]:VOLT,FOV
original_firstorder_Minimum_Complete,789.4380801846143,218.9444444444362,-331.01758851353,-955.6805150180896,-110.63675213675862,183.99272656032252,-0.12399999999974473,0.5460000000000581,0.2939999999997863,-1.7674999999998726,2.0547660763657962,6.107523687656993,0.2874138965683779
original_firstorder_Range_Complete,5344.244667231802,-361.6666666666347,257.0329272397414,1766.3250834666642,242.20512820510817,-477.67847554489117,0.015999999999565542,-0.6000000000003058,-0.5374999999996044,-9.015500000000415,-2.864758189039135,-11.669399760769695,-0.9537349607274295
original_firstorder_RobustMeanAbsoluteDeviation_Complete,346.9344547799903,-11.773779217248915,3.6764604444456523,62.4418208412236,9.04236075837892,-14.92660500438447,0.0006840018918456243,-0.005666699286635448,-0.007016501074269391,-0.6373526594376929,-0.16853437128484647,-0.5317871952664894,-0.0468154881797159
original_firstorder_RootMeanSquared_Complete,1127.3601617923655,-20.494464458598998,-17.517828678189687,48.633737416219674,25.313944605481538,-28.02295747749031,0.004075312812788476,-0.012325312358256325,0.00021424493301111514,-2.480716060444598,-0.11111494120537257,-0.5995024486548259,-0.11283313065927847
original_firstorder_Skewness_Complete,3.284923349160617,0.06154361726284252,-0.007391044869989871,-0.5070434202778422,0.03350476706119365,0.07945822157212556,0.00010908956659037755,2.0649514583615893e-05,0.00015339966096964612,-0.0009365019870590848,0.0010670217114410376,0.0036868222364537656,0.0004620353017432777
original_firstorder_TotalEnergy_Complete,279378134899.3601,-7851915935.1446,-12299544512.912636,10334210256.886353,9729543295.236065,-9532194339.073914,1548445.4040491136,-4469555.104294832,-274319.6182204671,-1042977799.0613034,3263267.007018395,-168169231.1477878,-45226248.52032864
original_firstorder_Uniformity_Complete,0.9844467167000932,-0.001998149672631677,0.0023520289617229295,0.01073475174455829,0.0009102490583089984,-0.003595292874002287,-1.2544139425153854e-06,-3.1976271672818753e-06,-3.1630888549534735e-06,-7.72641937790081e-05,-4.242740484712657e-05,-8.516427532485969e-05,-9.268594603268959e-06
original_firstorder_Variance_Complete,261943.94381724112,-15722.959601903203,9052.487516195673,91614.69352795936,16467.58794081945,-20272.210283743625,1.367353370644739,-8.427583748104931,-6.247655775785283,-856.2111264884736,-190.6190174076377,-723.8613706951774,-46.708055031416535
original_glcm_Autocorrelation_Complete,6389.757700962866,-1493.3450880574442,2074.6072210479915,8614.077335359125,842.6023207724916,-1456.0882449422475,0.9821784329008357,-3.8592242993608648,-2.32001089405267,-4.009767703036246,-14.22572766358533,-58.91472693593826,-3.071525608738957
original_glcm_ClusterProminence_Complete,48442530.985368505,-2130826.9653920336,-2098542.4043797343,10730322.465048995,2994396.1680984627,-2765384.857392381,1026.455055190426,-1638.6186170215321,-785.553759074116,-262271.00752315094,-5488.025453614879,-95398.81480788252,-7531.002585734392
original_glcm_ClusterShade_Complete,280121.56601777906,-12441.70855835369,3836.1045109147854,38757.8523455737,18031.403043429113,-14243.16788459172,7.628111705787633,-9.208907212644888,-1.035823966869252,-1322.8622132775495,-141.3229468070908,-372.67418057455416,-27.649144471137625
original_glcm_ClusterTendency_Complete,4161.537066639263,-159.4142528838895,-46.821556186964585,696.5264365080757,196.6359197618633,-216.0300249372724,0.040363465661839654,-0.09041698339499615,-0.05038486304852419,-14.603826521722953,-1.518193205587861,-6.392274655508183,-0.612067047444991
original_glcm_Contrast_Complete,528.1175552704526,-108.37013106587418,172.12248966964034,793.8229247538266,90.02694653095611,-126.84421649017304,-0.015166563174511795,-0.04456660769445054,-0.05819491061754095,-0.8353692865982234,-1.6975016876373332,-5.650115321419323,-0.2309326639566714
original_glcm_Correlation_Complete,0.4519199370381962,-0.02061538759913209,0.023856850129721635,0.0778035625881699,0.014309738952481763,-0.020215646900655526,-4.561513467950142e-06,-1.0145424520992875e-05,-1.0233943883504107e-05,0.0001934642298880825,-0.00017390720125960447,-0.000427762029808214,-2.2539186078058014e-05
original_glcm_DifferenceAverage_Complete,22.57267681253439,-3.1529118510002148,3.5081928684009487,15.65534341020472,2.431855176762819,-2.8498443869679466,-0.0008083057861270142,-0.0017509790290158186,-0.0019698892912290503,-0.01763736148058663,-0.03757196086988059,-0.11005739325450553,-0.005942995740555481
original_glcm_DifferenceEntropy_Complete,10.632965978044181,-0.4900936601804058,0.4786144913443384,1.5668170838636666,0.37168732307483987,-0.3619851768346338,-0.00011887768912718554,-0.0003015420264730766,-0.0002259240908366396,-0.0027183043134335477,-0.005047345001684922,-0.010943355333209014,-0.0007484879196447648
original_glcm_DifferenceVariance_Complete,267.21571847762505,-50.0216815446028,99.4482880114632,308.4803908369575,45.05896581423939,-55.996738622763786,0.0005416111242774349,-0.014783209031427283,-0.007102825646183086,-0.5051810582454394,-0.9010762390580493,-2.1705039114153375,-0.07985572899785476
original_glcm_Id_Complete,0.8211360535731116,-0.03354792428658393,0.0291810702201713,0.1004818094956722,0.021991243710001468,-0.026023496514771094,-1.7416951370008744e-05,-2.856578122090386e-05,-2.2349404343883787e-05,-0.00013716694816278373,-0.00032368698327111894,-0.0006990807165615526,-5.814345912424283e-05
original_glcm_Idm_Complete,0.919030338741988,-0.03844836144827862,0.03400017865329824,0.10602629827191706,0.02424658025709167,-0.03020844780484172,-2.2420929806111197e-05,-3.4678413065610676e-05,-2.61157504240914e-05,-0.00015623832831506302,-0.0003697536512642772,-0.0007394350908748845,-6.682178845654138e-05
original_glcm_Idmn_Complete,0.33552773365782407,-0.0002391875885338346,0.00030027884109951053,0.0006095737602847817,0.0002546209287478257,-5.00424648667841e-05,-8.333782530343514e-08,3.0677066170417597e-07,2.688958184419348e-07,2.6802765508535283e-06,-3.0439555104173617e-06,-4.661644880458483e-06,-1.2310864610040216e-08
original_glcm_Idn_Complete,0.3486997617780872,-0.001145522400468807,0.0012143772615744036,0.003581976244510454,0.0009677758056709784,-0.00039015149276222516,-6.593656495633452e-07,4.787466752500969e-07,2.784049833109222e-07,1.204803956173059e-05,-1.3679460686707046e-05,-2.7006276519821572e-05,-1.0067830719650834e-06
original_glcm_Imc1_Complete,0.9450032289099896,0.055451735180753914,-0.0546764347499451,-0.11678772535397997,-0.03672925605851288,0.021313400842607355,1.805105529272514e-05,3.293411657210262e-05,1.7533701768985733e-05,-0.00035796420585284053,0.00043911797462100027,0.0007574743256522389,4.280797308639224e-05
original_glcm_Imc2_Complete,0.41407369743078143,-0.01830896015575198,0.01809286403427454,0.06292094205720264,0.010431007322132882,-0.017123132006397035,-5.997811274776638e-06,-1.4550404475813988e-05,-1.2414572940771412e-05,0.00015968588539613002,-0.00013286633017414208,-0.0003451901664246655,-1.9431174691637875e-05
original_glcm_InverseVariance_Complete,0.9137190972937892,-0.03866191646016942,0.033829494591753384,0.10590130412088866,0.024572417087100312,-0.029797827100398355,-2.1828134890257677e-05,-3.442285793370822e-05,-2.5030830945364785e-05,-0.00015566688153204836,-0.0003703261073732982,-0.000738436570839854,-6.628864867113787e-05
original_glcm_JointAverage_Complete,101.80444518301661,-14.775838131813323,21.040714062822424,60.259585459687855,7.956530405458739,-12.515524061530101,0.009716355359473764,-0.0396186446979111,-0.01981081987623532,-0.01806810615925858,-0.13168173045471437,-0.3974843725473489,-0.025542977258672536
original_glcm_JointEnergy_Complete,1.0004021313563491,-0.0004525278833669155,0.0005621521701521526,0.0013833178224067488,0.00021851246611340192,-0.000533820276613528,-3.043554846949354e-07,-6.133374189637241e-07,-4.93382945526384e-07,-5.295132684165517e-06,-6.310960949740827e-06,-1.0274296097425011e-05,-1.1242218172287269e-06
original_glcm_JointEntropy_Complete,24.548949360115436,-0.6561330326632806,0.5162578924790502,2.376111915946602,0.44273174890186695,-0.5864373148046251,-0.00025893755191008056,-0.0005010459154137981,-0.00045248758779123724,-0.00946767700268733,-0.007164426747219267,-0.01747802553094263,-0.0014438047888721446
original_glcm_MCC_Complete,0.43864362415749847,-0.020558712352888336,0.023501521984880064,0.06328155884998421,0.012539790344184412,-0.016572062702770757,-5.564586810242793e-06,-1.3008804773715933e-05,-7.797876405620378e-06,0.0001721877802423877,-0.00016452657342757627,-0.00034686387001130734,-1.906530797298741e-05
original_glcm_MaximumProbability_Complete,1.0023614687422828,-0.00173539919619492,0.0015902005338612746,0.005362484050130734,0.0006188337343362993,-0.0021959160597928573,-1.6923974058605896e-06,-2.4464080567016003e-06,-2.4589163077038626e-06,-1.988587857477877e-05,-1.8523518658571385e-05,-3.770263299629657e-05,-4.777173425198327e-06
original_glcm_SumAverage_Complete,202.6088903660324,-29.551676263626533,42.081428125645544,120.51917091937563,15.91306081091718,-25.03104812306033,0.01943271071894869,-0.07923728939582222,-0.03962163975247246,-0.03613621231851505,-0.2633634609094308,-0.7949687450946916,-0.05108595451734468
original_glcm_SumEntropy_Complete,15.423874145373189,-0.09496693748811413,0.021970516248300598,0.5379083062576004,0.08790731560164833,-0.16678238385833932,-4.2904878539214326e-05,-9.330551359091859e-05,-0.00011249688222217082,-0.006794136222226951,-0.0016941581227357047,-0.004727344905819629,-0.0005213270780998801
original_glcm_SumSquares_Complete,1172.9136554774245,-66.9460959874406,31.325233370670674,372.5873403154735,71.66571657320398,-85.71856035686119,0.00629922562183549,-0.03374589777236344,-0.02714494341651319,-3.8597989520802716,-0.8039237233062981,-3.0105974942318703,-0.21074992785041496
original_gldm_DependenceEntropy_Complete,16.98062276281545,0.22307920066868725,-0.2683974296551872,-0.45929323947630074,-0.15979563363893456,0.10674247287717797,0.0001633206690463685,0.00018251790535679552,0.00010924487095929306,-0.004796349321834051,0.001771824887144396,0.002526809255830667,0.0001458309879195513
original_gldm_DependenceNonUniformity_Complete,281650.2129334751,-40620.3068151623,33511.746325747576,155769.3740515532,26290.26227723668,-33015.13504563316,-22.570655886818926,-22.67027459967821,-32.81050679047172,-135.76356770016446,-429.54872359665785,-1096.6466931894893,-79.69970200922673
original_gldm_DependenceNonUniformityNormalized_Complete,0.6097430280912444,0.04214837383215525,-0.037948994349987886,-0.1559817788206177,-0.027477193789762933,0.03501471373259618,2.340660162650071e-05,3.6627937439181226e-05,3.5063228985754376e-05,0.00014007188793831648,0.0004308801463026611,0.0010798262968645623,8.395694030301329e-05
original_gldm_DependenceVariance_Complete,0.6942247943743085,1.1079376155739056,-1.2348273813888735,-3.388031889535908,-0.5639171698815626,1.2490779750960987,0.0010951227977586855,0.0011380772931810202,0.0014008392680634153,0.005318691840722216,0.012642721723625294,0.023403652876335036,0.002420296655438807
original_gldm_GrayLevelNonUniformity_Complete,6960.336899312734,967.3960804806566,-1325.6818684251903,-5174.475339442012,-476.7403583583068,1702.4431444065995,0.6079253085255252,2.5353659359466154,1.5024456507270614,37.41846950520998,19.36324497881437,39.763145608317,4.597597479531359
original_gldm_GrayLevelVariance_Complete,1165.385286644883,-69.8697259168211,40.187028461684804,407.1543728933972,73.17706259148828,-90.10674841690485,0.00608833000958228,-0.0374524074187993,-0.027751907406611043,-3.8059031555391525,-0.8466943076085085,-3.216979011833094,-0.2075929163790608
original_gldm_HighGrayLevelEmphasis_Complete,6740.285125704613,-1563.460215775019,2192.834815891024,9153.266095790099,899.5523744932325,-1546.7996625092428,0.9821294733392659,-3.925390395524081,-2.3671077349535103,-4.476926111873201,-15.25634420132234,-62.62790297934054,-3.196478505647297
original_gldm_LargeDependenceEmphasis_Complete,2.7077170425712245,3.480376442804266,-3.490112711913431,-9.553468171022226,-1.9720474959795777,3.415395015821832,0.002708995436839984,0.0033468559725765255,0.003461194038151552,0.016001393292183093,0.03571646591502532,0.06694371573618654,0.00675676941574388
original_gldm_LargeDependenceHighGrayLevelEmphasis_Complete,20987.286688024353,-2698.325163482763,5784.71295729635,9629.709155582044,305.0080517623819,-1702.4198454647758,8.517810274342697,-17.353549339825133,-5.781369877493603,13.94567123273147,-4.726475806247366,-54.73699745829251,-2.2757661610441176
original_gldm_LargeDependenceLowGrayLevelEmphasis_Complete,1.0056076109996426,-0.007294902275944093,0.007579035084526897,0.012923267916507442,0.003771089476081513,-0.006901448084130846,1.463448238406235e-07,-1.3341103803928269e-05,-7.050933477980686e-06,-2.45839904275489e-05,-4.6807247148361185e-05,-8.60143088849746e-05,-1.3366811441164756e-05
original_gldm_LowGrayLevelEmphasis_Complete,0.999579745051197,-0.0004459076710743859,0.0006475828756023483,0.0006641035987071664,0.00023924137143391255,-0.00030620920348189973,3.803050270441026e-07,-1.2841783069652146e-06,-3.8233743043556135e-07,1.4815239671173153e-07,-3.122737341268271e-06,-3.862316255121793e-06,-6.104863184982308e-07
original_gldm_SmallDependenceEmphasis_Complete,0.4831196010736218,0.03648395807797544,-0.03137691211916674,-0.10333307519909463,-0.02500274647868103,0.025665648683980136,1.575295923089825e-05,2.9783338309423067e-05,2.2853102613976824e-05,0.0001250827044477834,0.00034328373662156203,0.0007195814898443744,6.16938898240045e-05
original_gldm_SmallDependenceHighGrayLevelEmphasis_Complete,4553.8691993787825,-1154.7345695923518,1503.5622031460136,7772.782006790826,760.0730364702071,-1220.2215602791944,0.4273307271036586,-2.282434847602694,-1.6322021725716174,-4.734625029466925,-12.323444510219769,-54.163076887779546,-2.6169350976421257
original_gldm_SmallDependenceLowGrayLevelEmphasis_Complete,0.9996133170089734,-8.39210820557934e-05,0.00021062747211925137,0.0001668089918703819,4.167833525772768e-05,-6.58157289507022e-05,1.9640999665532237e-07,-4.4003667573688147e-07,-1.3229477659541666e-07,5.039993226244391e-07,-7.786285216084552e-07,-7.824596278179635e-07,-9.909199475966997e-08
original_glrlm_GrayLevelNonUniformity_Complete,7312.8383957574315,641.4927455451916,-869.8092750237738,-4117.498132780379,-330.121757014213,1285.7602915633634,0.3450810443543394,1.9828418779168442,1.0955966594815036,33.76396570973188,14.582569530186753,32.10425277815672,3.710396950195543
original_glrlm_GrayLevelNonUniformityNormalized_Complete,0.9841065331558072,-0.0017998984220709002,0.0019905374248360697,0.00991540890725584,0.0008674277291548238,-0.0032669440157508944,-1.0200326365003519e-06,-2.7734912699307988e-06,-2.762356786362629e-06,-7.487291338380275e-05,-3.8550726315956206e-05,-7.920410172430241e-05,-8.549038590500643e-06
original_glrlm_GrayLevelVariance_Complete,1178.4054660049635,-68.97044237012273,39.16144244962976,403.79076015886915,73.6396391553331,-89.8085489027543,0.007665692298638035,-0.03643617027697414,-0.026488096541473605,-3.849647049497716,-0.8335769541244165,-3.1894603833553425,-0.20417108535347095
original_glrlm_HighGrayLevelRunEmphasis_Complete,6817.826796121664,-1554.2009433698815,2191.503175971442,9108.126291437793,898.567397836015,-1539.9634692875243,1.0079669583196105,-3.934916382120525,-2.3578092787515565,-4.670360671189879,-15.174405667092493,-62.316027442219756,-3.174658595506143
original_glrlm_LongRunEmphasis_Complete,0.32769104022642304,-0.007345466031325271,0.006893810320766275,0.019863870653799187,0.004420211613559266,-0.006379421940514662,-5.0047017539194005e-06,-6.840151480210614e-06,-5.9940206899593085e-06,-3.16331582921939e-05,-7.229161195106403e-05,-0.00013919218635957632,-1.353862467527294e-05
original_glrlm_LongRunHighGrayLevelEmphasis_Complete,7289.6579377536855,-1609.9438911913917,2322.588532752196,9232.682307212493,897.1866928439424,-1573.3460810907236,1.1990644865588003,-4.337310866656927,-2.4911239570164216,-4.303790874744788,-15.244032360871076,-62.86544210989674,-3.207533661512619
original_glrlm_LongRunLowGrayLevelEmphasis_Complete,0.9996694188785299,-0.0005920105755395921,0.0008031344377495975,0.0008996738699932338,0.00031726504961071544,-0.0004339651198066452,4.009034871030621e-07,-1.5683866118099515e-06,-5.039583494738446e-07,-2.954858445052347e-07,-4.052415288678711e-06,-5.4209953681046835e-06,-8.614174552612811e-07
original_glrlm_LowGrayLevelRunEmphasis_Complete,0.9995722497584755,-0.0004343066161642817,0.0006366142560076393,0.0006464803813437392,0.00023385987559898513,-0.0002978139231440968,3.813938442322774e-07,-1.2657148246906059e-06,-3.7245202466793076e-07,1.6202411601360517e-07,-3.0560099112846625e-06,-3.7470704804653393e-06,-5.914074100101148e-07
original_glrlm_RunEntropy_Complete,14.171087782149693,-0.055412674102854886,-0.017101264016226914,0.5023152150923451,0.04686007190161856,-0.14217711251153187,-1.0618124577494288e-06,-5.027742629596499e-05,-8.033356784953088e-05,-0.005858685402087997,-0.0010711901391114113,-0.004094920395973908,-0.000384032251198518
original_glrlm_RunLengthNonUniformity_Complete,793830.3487722307,-24071.327812122763,17260.033458370686,56813.99130873295,13395.348472145299,-19020.777968905633,-14.99559392215386,14.45569363514404,-17.433699800690277,-97.3687626312585,-299.2887139771458,-452.8556981894392,-39.28079484979855
original_glrlm_RunLengthNonUniformityNormalized_Complete,0.3526851079103082,0.004693382450046302,-0.004355404075637365,-0.012512594755802742,-0.0028892907188224626,0.00390790965395732,2.8851253423134487e-06,4.42990146807141e-06,3.524543072935406e-06,1.8950688023396936e-05,4.5709287197415595e-05,8.746564428736359e-05,8.353109180961722e-06
original_glrlm_RunPercentage_Complete,0.34359980218644137,0.00248693041599346,-0.0023372050989467763,-0.006648819697066682,-0.0015109957289050346,0.00212846673161296,1.6156195510423098e-06,2.3430716000312703e-06,1.9502803517378675e-06,1.0324197181964907e-05,2.4464174942309528e-05,4.65231790036547e-05,4.509306633035485e-06
original_glrlm_RunVariance_Complete,0.9855593235221427,-0.023887902080095613,0.022886761448975,0.06556049841565392,0.01415687560534784,-0.021377498881376578,-1.7184052051845944e-05,-2.232985776361819e-05,-2.0663106259867552e-05,-0.00010510867315515014,-0.00023924504263014075,-0.0004593618456219411,-4.513295907715236e-05
original_glrlm_ShortRunEmphasis_Complete,0.3408881060832918,0.0017926547689985917,-0.0016616393916988326,-0.004751623009031758,-0.0010997932813982675,0.0015054808385015772,1.1201380117669028e-06,1.6838526104118644e-06,1.3611724228602025e-06,7.36480015155758e-06,1.740891540461361e-05,3.3264503813559094e-05,3.1990629536143888e-06
original_glrlm_ShortRunHighGrayLevelEmphasis_Complete,6705.255441196105,-1538.9959149333888,2158.55785582165,9070.104555468302,897.2716077965465,-1529.8773336903032,0.9665652607673894,-3.840815696839056,-2.324547421609113,-4.7425283669176626,-15.123688185706824,-62.123269956265545,-3.161596596205909
original_glrlm_ShortRunLowGrayLevelEmphasis_Complete,0.9995565795918233,-0.0004010841458886305,0.0006007368409584601,0.0005966111542854424,0.00021613933682443354,-0.0002711288156267422,3.745198515873956e-07,-1.1990941307709414e-06,-3.470579684902733e-07,2.453240589986652e-07,-2.8472211004933233e-06,-3.4210882267752575e-06,-5.375799568972835e-07
original_glszm_GrayLevelNonUniformity_Complete,6770.898244132431,-792.6030249221867,905.6186697861535,932.3822198310927,474.5953747573526,-386.65819108971664,-0.4757389758148631,-0.6094111122150039,-0.3485196762783729,11.46872310567193,-7.3898797293744805,-5.280119763239409,-0.5766306389917109
original_glszm_GrayLevelNonUniformityNormalized_Complete,0.9831819656725966,-0.0008519144515695132,-0.00010875688856137877,0.004704571958876302,0.0006470551930853885,-0.0013735391111727724,-3.62176145171014e-08,-6.766194628386888e-09,-7.766849104442546e-07,-5.78743923959962e-05,-1.1462300994168019e-05,-3.86325174020854e-05,-3.7563896933236673e-06
original_glszm_GrayLevelVariance_Complete,1312.5806225089405,-73.53317070772127,41.584004661424615,397.1561056681403,83.31156993387361,-96.90558092789934,0.007889917229953518,-0.04072169081737834,-0.02091773047048845,-4.331301830047082,-0.8037113226235824,-3.083351064279274,-0.18686784790582264
original_glszm_HighGrayLevelZoneEmphasis_Complete,7888.702210357822,-1432.9144130605328,2187.3224667486293,8557.164869501645,879.6763428301822,-1487.4043494366501,1.2929750052503342,-4.0648097196886335,-2.2898654935093328,-7.426258452777461,-14.187456791407765,-58.36448591772434,-2.932400996555136
